Expression Label,tweets
negative,"Эрдэнэ тамгаа Туваанд шилжүүлээгүй хулгайд алдаж буцааж хийлгэсэн тамга нь хүчинтэй гэж шүүх үзжээ.
/ тамгаа хулгайд алдаж буй байдал/ https://t.co/4vfUMM3N8N"
negative,Шалавхан дундаасаа нэг аятайхан хүн сонгоод энэ тамгыг өгөөрэй гэхэд Туваан авч очоод Жэнкод өгчихсөн болохоор АН-ын зарим нь эсэргүүцээд хоёр хуваагдчихсан юм аа даа. Тамганы маргаан эцэслэгдсэн болохоор Эрдэнэ албан ёсны нэр дэвшигч гэсэн үг биз дээ.
negative,Монгол улсын эрдэнэ гэшшшш 🤢 аав ээж нь ичиж бгаа бхдаа 🤦‍♀️
negative,@papaav_v8 Улсаа ухдаг гадны гар хөл болсон хулгайч нарын дэргэд Эрдэнэ ариун гэгээнтэн ш дээ
negative,Миний буруу байсан гээд дахиад тамга хийлгээд тэгээд болоо юу Эрдэнэ ван яллаа гэж үү
neutral,"Энхбат ""Нээлттэй форум"" гэдэг нэвтрүүлгээр их ярьдаг хүн байсан. 2008.07.01-ний жагсаалд турхирч юм яриад л, 2008-2012 оны УИХ-д ИЗН, МНН хоёрыг нэгтгэх тухай яриад л. Хүрэлсүх ярихаасаа хийх нь их, хийсэн юмных нь зах зухаас энэ жиргээнд бичсэн. Эрдэнэ бол хэрүүлчээрээ алдартай."
negative,Өмгөөлөгч Г.БАТБАЯР: С.Эрдэнэ АН-ын хууль ёсны дарга болох нь шүүхээр тогтоогдлоо https://t.co/Mq1rUvuhhN
positive,"Fac Aga Guny: 
Халзан Баттулгын толгойд үс ургахгүйтэй адил Эрдэнэ гарахгүй нь үнэн..... гэнэээ
Хошин хэллэгтэй ард түмэн шооооо"
positive,@Uyanga_ts Эрдэнэ сайн зүтгэсээн
neutral,Оюун эрдэнэ бичээгүй биздээ? Панаалтай ч гэсэн 100д хүн бүтэн жил ноцолдсон сураг бсн. https://t.co/2IEzK4de5T
negative,"Хүрэлсүх Эрдэнэ 2 Энхбат гуай шиг Твиттер аккаунт нээсэн бсан бол ер нь юу бичиж бх бол гэж бодогдох, сошл хөтөлж хүмүүст үзэл бодлоо зөв илэрхийлэх харилцах чинь боловсрол бх, одоогийн ерөнхийлөгч өдөр бүр сэрээд босоод гхээс өөр зүйлгүй бсныг санахаар инээд хүрэх :)"
positive,"@Battulga_munkh Парламентад суудалтай нам Ерөнхийлөгчийн сонгуульд нэр дэвшүүлэх эрхтэй. Дотоод сонгуулиар С.Эрдэнэ ялж, нэр дэвших эрхээ авсан. Энэ чинь зарчим !"
neutral,"@Uyanga_ts Ямар ч байсан ардчиллыг наймаацалгүй аваад үлдсэн хүн. Хэн нэгэн шиг шоронгийн сургаар бууж өгч нус нулимсандаа хүрээгүй. Хүмүүс урваж байхад ажраагүй. Дайнаар яривал галын шугамнаасаа алхам ч ухраагүй дарга. Хүүк, Энхбат гараг, Эрдэнэ унаг. Гэхдээ би энэ окопондоо үлднээ."
neutral,"Эрдэнэ даргыгаа новш нь новш гэж байгаад магтаач гэнээ. Солиор! Жонхүүг сөрж зогссон гар шд, яахаараа новш болды."
negative,"Эрдэнэ ванг басаж болохгүй дээ, хоёр АН нийлээд сонгуулийн өмнөхөн нэгдэж нэг тийшээ харлаа нтр гээд хамт хусвал ч эвгүй шүү"
positive,Ерөнхий сайд Л.Оюун-Эрдэнэ: Төрийн алба хаагчид АВТОБУСААР ажилдаа ирдэг болно. Дэмжиж байвал Шэйр! https://t.co/F3qwBlUuIy
negative,"Д.Энхбат, С.Эрдэнэ, У.Хүрэлсүх нар юу ярьж, ямар амлалт өгөх нь чухал болохоос биш хэдэн тролл, бот эсвэл экстрим дэмжигч нарын үгс бол түрхэн зуурын л солиорол шахуу зүйл шд. Харин бидний зүгээс амлалт/мөрийн хөтөлбөрийг нь үнэлж цэгнэх түүнд нь итгэх хүлээлгэх л ажил байна."
neutral,Тийм бн. Эрдэнэ шазайсаар бгаад тамганы хэрүүлээ өөрлүүгээ эргүүлчлээшд. Бөөгнүүлээд дайрвал бас л эвгүйтвэл авгүйтхээр л юм бн. Шнэхээр басаж болохооршүй юм бн. https://t.co/Gz3b2pEJk6
neutral,"@Angarag_CH Харин тийм бн. Жүжигчин л бол жүжигчин юм бн. Гэхдээ яахав бид бас хувь хүний үзэл бодол, итгэл үнэмшлийг хүндлэх хэрэгтэй байх кк. Энэ жүжигчин энэ хүнийг улсын эрдэнэ гэж итгэж үнэмшсэн л бн 😉."
positive,"@Aanxaa очиж2 твитэрт  ""тэвчиж"" чадахгүй  блок хийдэг @enkhbat ыг бодвол Эрдэнэ н нүүр тулж тэмцдэг  давуу талтай😜"
neutral,"Ерөнхийлөгчийн сонгуульд үзэх Хүрэлсүх, Эрдэнэ нар интернэтийн хүмүүс биш нь ч үнэн л дээ ... 😇 https://t.co/yYpJ4QpiRh https://t.co/EYoruKXADQ"
negative,Долоогч гээд нэг тогтоочихсон байхад дараа нь хэвийн байсан ч долоогч л гэж боддог болдог доо. Жаахан мэдрэмжтэй долоодог байгаа даа. Улсын Эрдэнэ гшш 🤢 https://t.co/MHS2G5pHl4
positive,"@Angarag_CH Гүй тэгээл Хэнтийн-Эрдэнэ л гэнэ биздээ, улсынх нь ч юувдээ хаха 😂"
positive,Монгол улсын эрдэнэ бол Ардчиллын ЭРДЭНЭ юмаа😝😊
neutral,"Монгол улсын харцага Т.Бэгзсүрэн, Д.Бат-Эрдэнэ нарын санаачилгаар  Ц.Одбаяр, О.Хангай, Д. Анар, Т.Баасанхүү, Х.Гантулга гэсэн залуу харцагууд допингийн шинжилгээнд сайн дураараа хамрагдаж,  допинггүй бөхийн төлөө уриалга гаргажээ https://t.co/TADGIjc9Bf"
positive,@khadaa_n Өнөөдөр чинь Монгол улсын эрдэнэ гэдэг үг трэнд болоод байгаан бишүү 🤣🤣🤣 Тэрэнд л хачир чимэг нэмэв 😝😊
negative,"товарищ С.Эрдэнэ ""Монгол хэлний тухай хуулийг цуцлана"" гэсэн санааг ""Өдрийн сонинд"" хэлсэн.
Түүний хүү нь Буддизмыг дайрч доромжилсон.
Өдөр бүр биднийг ""мояа"" гэж, ""Монгол ялна"" (ཧོར་རྒྱལ་ལོ) гэсэн энэ сайхан ерөөлийн үгийг хараал мэт хэрэглэдэг тул
хэрхэвч дэмжихгүй https://t.co/FylLodHpm9"
positive,"@tuyarah27 Хүк ч амлахаа амлаж,ярьдагаа яриг,Энхбат,Эрдэнэ нар ч ярьдагаа ярьцгаагаад өрсөлдөг.
Бүгдээрээ харин дараа нь гонгинолдолгүй амласан,ярьсан бүхнийг нь сайн сануулж нэхэцгээе."
positive,@tvdaria Ардчилалын Эрдэнэ бол Монголын Эрдэнэ!😊
positive,@tvdaria Сөрж зогсож чадсан нь яалтачгүй С.Эрдэнэ
neutral,"Нийслэлийн АН-н дарга асан Д.Баттулга:

С.Эрдэнэ гэдэг хувь хүнийх нь талаар би юм яримааргүй байна. С.Эрдэнэ бид хоёр 30 жил хамт явж, улс төр, намын хувьд зөрчилдөж, нэгдэж явсан үе ч бий. С.Эрдэнэ бол Ардчилсан намын байр сууринд бат зогсч,барьж чаддаг, хатуу байж чаддагхшн"
positive,"С.Эрдэнэ АН-ын хувьд ""Үр могой"" нь юм уу даа хха"
positive,"@Uyanga_ts М.Энхболд, С.Эрдэнэ нарыг үнэхээр сэтгэлийн тэнхээ сайтай хүмүүс гэж боддог."
neutral,Жилийн өмнөх миний стори гэнэ. Хэн газар үнэрлээд блаа😂? Мөнх-Эрдэнэ гдг нөхөр билүү? https://t.co/WvefVpxbPR
negative,"Фасебүүкээр нэг яриа болж байна👇
С.Эрдэнэ дарга нэр цэвэр Р.Амаржаргал, Ц.Оюунгэрэл нарт боломж олгохын оронд өөрөө Ерөнхийлөгчид нэр дэвшсэн нь буруу гэж АН-ын жирийн гишүүд шүүмжлэн буруушаасаар байна."
negative,"УИХ-ын дарга Г.Зандашатар, Ёсзүй, сахилга хариуцлагын байнгын хорооны дарга Б.Бат-Эрдэнэ нарыг ""зоригтой"", ""барьцаалагдаагүй хүмүүсээр сольж Ц.Анандбазарыг түдгэлзүүлэн шалгуулах  чадамж УИХ-д байна уу??? https://t.co/RbdcNleBF6"
negative,Тэр АН-ын тамганы талаарх маргаан эхнээсээ л тэнэг маргаан бсан. Тэртээ тэргүй дээд шүүх дээрх намын дарга нь Эрдэнэ бжаахад яаж маргаад ч нэмэргүй шд!
negative,"@batengineer @KhishigtogtohTs @elbegdorj Манайх иймхэн ашигласан, танайх аймаар их ашигласан гэх гээд бгаамуу 😝😂😂😂 За за тоглосын шүү. Аль аль нэр дэвшигчээ хүндэтгээд дайрч давшлахгүй баймаар бна. Шүүхдэж барьж шогтоод бдаггүй болохоор нь Эрдэнэ рүү бас арай л хэтрүүлээд бгаа шүү. Харлуулъя гвл хэнийг ч харлуулна!"
negative,С.Эрдэнэ олон түмний нүдний өмнө АН-ын тамгаа хадган дээр тавьж байгаад яах аргагүй Туваанд өгсөн дөө. Эсвэл би эндүүрч байна уу ?! Сүүлдээ харсан юмандаа ч итгэх аргагүй болж...
positive,@Uyanga_ts Эрдэнэ 9 эрүү давсан.
negative,😂😂😂 өгсөн тамгаа хаясан гээд дахиад авсан Эрдэнэ ван ийм шүүхтэй бхад аргагүй дээ https://t.co/lZpvCm4BSx
neutral,"Албан байгууллагаар зүйрлэвэл Эрдэнэ- байгууллагын хэнтэй ч таардаггүй  хорон, яхир, хэрүүлч ахимаг насны  авгай , Энхбат- Гоё сайхан төсөл, агаарын юм ярьж дарга нараас оноо авч, ажил бүрийн ард хумсаа нуугч, Хүрэлсүх- Ачааны хүндийг үүрч, ажлыг нугалдаг ч  би төвгүй залуу https://t.co/RgTRA8QEEu"
negative,"АН намын УИХГишүүд нь бүгд С.Эрдэнийн эсрэг талд.Эрдэнэ сонгуульд ороод ялагдлаа гэж бодьё.Дараа нь нөгөө гишүүд нь Эрдэнийн АН аас гарлаа гэвэл юу болох бол🤔АН суудалгүй нам болно гэсэн үг үү😇Эрдэнийг Амаржаргал,Оюунгэрэл 2 аль аль нь хүлээн зөвшөөрөөгүй.Учир нь олдохгүй юм🙄"
positive,@m_zorigt Зарчимын юм зарчмаараа Эрдэнэ дэвших ёстой л доо
neutral,"технологийн дэд бүтцийг хүн бүрт хүргэх ёстой юм бишүү? Одоо бүр хэдэн билетийн касс, хэдэн апп киоск ажиллуулж байгаа компаниудынхаа хоолыг булаахдаа хүрсэн үү? УИХ-ын Цахим Хорооны дарга Учрал, Ганхуяг, Дамдинням гишүүд, МТХХ-ны дарга Болор-Эрдэнэ хариултыг энд сонсмоор байна! https://t.co/RxTif468q7"
negative,@enkhbat @dsainbayar Армаанчиглах яах вэ? АН-н Эрдэнэ гэж алаг Эрдэнэ яах л гээд бна
negative,"""ТУУЛ ГОЛ""-ыг минь нүдэн дээр минь булшилж байна⁉️‼️⁉️
Та нарт юу дутсан гэж ингэж байдаг юм бэ. 
#НИТХ-ын ажлын албаны ажилтны хувьд ёстой эцсээ хүртэл явж #Туул_Голоо хамгаална аа. 
Дэмжээрэй.
#Шударга ёсны #Оюун_Эрдэнэ, #Хүк хаана байна‼️‼️‼️ https://t.co/FLZx3XpKB9"
negative,@tvdaria Эрдэнийгл  Хүүк захиалсан. Захиалгийг Элбэгдорж биелүүлсэн. АН ийг зарж идэж шороотой хутгаж  ялгүй болж байгаа нь Элбэг Эрдэнэ  Үүл нар
positive,@KhulanGa03 нандин эрдэнэ минь🥰
negative,"@Uyanga_ts Эрийн л хуйх юмдаа
Эрдэнэ дарга минь 
Энэ цагийн ардчилагчдаас
Эрээд эрээд олдохгүй
Эрхэм чанар гаргалаадаа
хэмээх мөрт орж ирж байх юмаа бас"
negative,"@Temuujin_Kh @Uyanga_ts @mk_jsq Бид тактикаа ярилцмаар байна. Сүгийг сонгохгүйн тулд Эрдэнэ, Энхбат 2 дээр саналаа хуваамааргүй байна. Завсраар нь Сүг шургаад гарчих өндөр магадлалтай шүү!!!"
positive,"Одоо Эрдэнэ нөгөө 13 ийг шууд хөө, намгүй болоод МАН д орно, эргээд сонгуулиар ард түмэн АН д өгнө. https://t.co/NqRcOhIPNM"
negative,"Оюукыг эрдэнэ минь энэ тэр гэж хөөргөж байгаад ""өндрөөс унасан"" хойно нь бүгд дэвсээд .аана даа"
neutral,"Миний хувийн бодол.Би Тулгат даргатай АН-ыг  жиргээнд дэмжээд 3 долоо хоног боллоо. Ерөнхийлөгчид нэр дэвшигчээр С.Эрдэнэ бүртгэгдсэн цагаас эхлэн, түүний ярилцлага,улс төрийн амьдралыг жиргээнд илгээхэд, 20 к гаруй хүн тэд 2-ыг уншлаа.Би 3 сарын түүхтэй жиргээчийн хувьд амжилт.."
negative,"@Nyambaizula5 Эрдэнэ шишийн цардуул. ""Крахмал"" гэж төмсний цардуултай адил, сүмс өтгөрүүлэх гм зориулалтаар хэрэглэнэ."
negative,"@Battulga_munkh Чам шиг юмаар сонгуульд орох эсэхээ шийдүүлдэг АН-ч гэж юу байхав, чамаар заалгадаг Эрдэнэ ч гэж юу байхав дээ Хүүкийн бууны нохой минь!!"
positive,"“С.Эрдэнэ 2007онд Солонгост ажиллаж байсан иргэдийн НД-ын шимтгэлийг буцаан олгуулах ажлыг санаачилж, 14 тэрбум төг-ийг 10К иргэдэд олгосон байдаг.”"
negative,"“Тэтгэврийнхнийг үхчвэл яах юм гээд виза карт өгдөггүй заавал сар бүр биеэр очиж оочерлож тэтгэврээ авдаг байхад С.Эрдэнэ хөгшчүүлийг виза карттай, сар бүрийн 1-нд тэтгэвэр нь дансанд ордог болгосон байдаг.”"
positive,@margadism Муу хүн шүү эрдэнэ
positive,"Эрдэнэ ван 
Энхийн цагаан тагтаа юу https://t.co/qfimENBuhz"
positive,Би ч гэсэн өөрийгөө Монгол Улсын-Эрдэнэ гэж бодож явдаг даа... https://t.co/ZEn4XMkZx9
positive,"Л.Оюун-Эрдэнэ контент бүтээгчидтэй уулзаж байна
https://t.co/tFJTxWSmli"
positive,Монгол Улсын Ерөнхий сайд Л.Оюун-Эрдэнэ соёлын бүтээлч үйлдвэрлэлийн салбарын төлөөлөлтэй уулзаж байна https://t.co/XXSwXjpeLw https://t.co/8EuI5vrK42
neutral,"Л.Оюун-Эрдэнэ: Марко Поло киноны гуравдугаар бүлгийг яагаад Монголд хийх саналыг тавьж, татвараас хөнгөлж болохгүй гэж. Бид Netflix дээр яагаад өөрсдийн контент байрлуулж болохгүй гэж. https://t.co/oslInpWiGI"
positive,Л.Оюун-Эрдэнэ: Гадаад зах зээлд гаргах бүх контентыг Засгийн газар дэмжинэ  https://t.co/0zRADO9Jv8 via @zindaamnd
positive,Л.Оюун-Эрдэнэ: Соёлын бүтээлч үйлдвэрлэлийг эдийн засгийн тэргүүлэх чиглэл гэж үзэж байгаа https://t.co/4BXZLC7WlO https://t.co/rnktFsVwxr
positive,Ерөнхий сайд Л.Оюун-Эрдэнэ соёлын бүтээлч үйлдвэрлэлийн салбарын төлөөлөлтэй уулзаж байна - https://t.co/usDnVbJC6F https://t.co/0nGzamFMRe
neutral,"С.Эрдэнэ сонгуулийн өмнөхөн нэрээ татаад, Д.Энхбатыг дэмжих бх гэсэн таамаг төрөөд бн... 💁🏻‍♂️"
neutral,"Хэрэв тэгж гэмээнэ С.Эрдэнэ ""Үндэсний баатар"" болох бх өө, аавдаа хэлээч... @Odbayar1206 https://t.co/mMwMXJ8iyd"
positive,Л.Оюун-Эрдэнэ: Дэлхийн хамгийн том фестивалиудад та бүхнийгээ аваад очъё https://t.co/h4wQVtppJT https://t.co/FCkLlDDyov
positive,"АН-Ардчилсан нам
ХЁАН-Хууль Ёсны АН
АЁГТХЁАН-Албан ёсны гэрчилгээ тамгатай АН
АЁГТХЁАН-аас нэр дэвшигч С.Эрдэнэ 

За ингэж ойлгож товчлох юм бн шүү https://t.co/m1D37VwQjf"
negative,Л.Оюун-Эрдэнэ: Тамын тогооны үлгэрээ одоо болъцгооё https://t.co/Gm4ajCJ6vu
negative,"нь тодорхой болчихлоо.С.Эрдэнэ: Амаржаргал, Оюунгэрэлийг дараагүй бол ХҮН нэгийг нь дэмжиж оролцоод бас л Хүүк унах байж хувь тавилан ХҮҮК-ийг маань Миеэгийн араас илгээхнээ. Одоо ихэнх долоогчид Хүүкээс явж эхэлж байх шиг Женко ах дээрээ хадаг барин очихгүй бол цаг бага бна шүү"
negative,"@sudlaachganaa Одоо Тувааны  өмгөөлөгчид шүүхэд зарим хүсэлт гаргах. Нэмэлт нотлох баримт өгөх. Тухайлбал, Эрдэнэ ямар хүсэлт гаргаж ИБГ хандсан. Хаясан, гээсэн, маргаантай өгөхгүй бна г.м шалтгаантай холбогдсон нотлох баримт нэмэх. Тамга үрэгдээгүй, хаяагүй, хэнд, хаана мэдэж бгаа г.м."
negative,Б.Бат-Эрдэнэ гишүүний зуслангийн байшингийн хашааг эвдэлжээ https://t.co/TkMQGqbLqg via @arslanmn
positive,Л.Оюун-Эрдэнэ: Дэлхийд гарч болох соёлын бүх контентийг Засгийн газар дэмжинэ https://t.co/EFI2aV2mcq
negative,@AngaragDarigang Чам шиг янханд Эрдэнэ ямар гай болчихоод чи ингэтлээ үзэн ядаад байгаа янхан бэ? Чамайг тоогоогүй болохоор чи үхэх гээд байгаа юм уу бузрын яшка минь?!!
positive,"Сумын тамгын газрын жижүүрээс улсын ес болоод л, тэгснээ хорио цээрийн үед амьтны хүрээлэндээ номын нээлт хийж өөрөө тэргүүн гахай болоод л, үнэгэрхүү амьтнаар нэрээ УЛСЫН ЭРДЭНЭ гэж цоллуулаад л..., гоё уу 🤦🏻‍♂️ https://t.co/mgVJK2Wy10"
neutral,"Мафийн сүлжээг Монгол оронд цэцэглүүлсэн,  Шоронгийн захиалагч, ТЗ иддэг, аймхай, хулгар хулгайч бөхийг зайлуулахад У.Хүрэлсүх, С.Эрдэнэ 2-ын гавьяа түүхэнд бичигдэн үлдэнэ. 👏👏👏👏👏@serdenemn @UKhurelsukh https://t.co/hS0LpBLlAm"
negative,"За тэгвэл Энхбат интернэт оруулж ирж Монголчуудыг гийгүүлсэн юм байж? Миний мэдэхийн Эрдэнэ ардчиллыг анх 31-н жилийн тэртээ нөхдийн хамт авч ирж Монголчуудын эрх, эрх чөлөөг тунхагласан Монголын тусгаар тогтнолыг жинхэнэ утгаар нь бий болголцсон хүн?! Харин Хүүк яасан байхав?!!!"
positive,Пээ Бат-эрдэнэ аваргын малгайг өмсчихсөн юм уу? https://t.co/3iLDH08r14
positive,"С.Эрдэнэ хэлсэндээ үргэлж хүрдэг. Гаргалгаа шийдлээ зөв тодорхойлж чаддаг үйлдэл удирдагч хүнээс л гардаг даа. 
Та нар нэг зүйлийг анзаарсан уу? С.Эрдэнийг дэмжиж байгаа хүмүүс дандаа дипломат байгаад байгааг... https://t.co/pJYRh5h7uq"
neutral,Зиак өнөөдрөөс С.Эрдэнэ даргын ЭРДЭНЭ мэт пиар сошиалд идэвхжиж эхэлж бгаа бололтой... би ч энэ удаад ялагдчихуул АН бүхэлдээ ах нараасаа чөлөөлөгдөөд аятайхан болчих юм болов уу гэж бодоод бгоо доо... 🤪
neutral,"@hurganbantan ЖАН-ынхан чинь муулаад л байна лээ шт. Эрдэнэ ч баба, Энхбат ч баба, Хүрэлсүх л гого юм байх..."
negative,"Ерөнхий сайд Л.Оюун-Эрдэнэ: Төрийн албан хаагчид АВТОБУСААР ажилдаа ирдэг болно. https://t.co/27z63wH72D 
Өглөө хамгийн эхний автобус 06,40 гэж хөдөлгөөнд оролцдог, үүнийг болиулаад ядаж өглөө 06.00 гэж автобус явж эхэлдэг болгоод өгөөч🙏
Хот даяараа унтаа биш эртэч болмоор бн"
negative,Сагсны холбоог хоёр хуваагаад манай сагсны шигшээ олон улсад тоглох эрхгүй болсон бдаг.  Содномзундуй нь биш Эрдэнэ нь л дээ https://t.co/clC4hfygrp
neutral,"Төрийн институциуд оногдсон үүргээ ч гүйцэтгэж чадахгүй болцгоожээ.
Жишээ 1:
шүүх: Эрдэнэ, Туваан нар Захиргааны шүүхээр шийдүүлээ гэж, Бусад руу бухав
Жишээ 2:
Гарамжав, Өнөр хоёр хоюулаа буруутай. 
Хэхэ."
positive,"СУМО ТОЙМ: Нацу башёгийн ес дэх өдрийн барилдааны тоймыг толилуулж байна https://t.co/fTHs7OYokv.  
Есөн өдрийн дараах байдлаар дээд зиндаанд Озеки Тэрүнофүжи Г.Ган-Эрдэнэ ганцаараа нэг ч унаагүйгээр башёг тэргүүлсэн хэвээр байна. https://t.co/BJWQcNBMrx"
negative,@bt_amra Эрдэнэ 5000 хүний санал л авна
positive,С.Эрдэнэ залуудаа дугуйн спортоор хичээллэдэг байсан юм байна шд. 😍😍😍
negative,"Монголын төр Эбэгээс явсан ч Эбэ монголын төрөөс явахгүй нь дээ. 🙄
Эрдэнэ  &amp;  Энхбатын ард Эбэ байгаа нь мэдээж болох шив. Үүний нотолгоо нь Эбэгийн үед томилогдож байсан шүүгчид АН-ын зодооныг Эрдэнийн талд гаргачих шиг боллоо. 

Эбэ хос морьтой сонгуульд оржээ. https://t.co/ZmGSgpuax7"
negative,С.Эрдэнэ гуайг дэмжиж байгаа ганц л хүн бган бн
negative,Хүк тэнд танк жолоодоод буудаад эмнэг сургаад хүн зодоод алж бхад өөдөөс нь Манай Эрдэнэ залуудаа дугуй унаж чаддаг бсан гэдэг арай жул уу. Тэрийг тэгэж зодоод энийг батираад гэвэл алхаар юм бишүү дээ
positive,Улсын-Эрдэнэ бас л дарсан байх да зургыг нь 😂😂😂 https://t.co/AjYvmye9Y6
neutral,"Одоо АН-ын Тувааныхан таануус Энхбатыг л дэмжчихээч. Эрдэнэ, Хүүк хоёр баяртай болно. Нэг сумаар 2 туулай унагачихнашд"
positive,"Л.Оюун-Эрдэнэ: 2024 он хүртэл Холливудын нэг кино хийе, Netflix дээр таваас доошгүй контент бүтээе https://t.co/N6eYu8pJ6o https://t.co/fn0i0lI3SL"
negative,Б.Бат-Эрдэнэ гишүүний зуслангийн хашааг эвдэлжээ https://t.co/ND7TcBmEDW https://t.co/cnubV5YX5E
negative,Эрдэнэ Энхбат 2 алалцаж байхад хүүк ингэж зогсож байгаад голоор нь гүйнээ Еөк болох нь тодорхой хавтгайдаа ялна хараарай https://t.co/eGVyebbdmx
neutral,"Технократ, дэвшилтэт үзэл хандлагатай Д.Энхбат. Х.Баттулгаас намаа аварч үлдсэнээрээ Ардчилсан намыг зүй ёсоор төлөөлж байгаа С.Эрдэнэ. Сүүлийн хэдэн жил Монголын асуудлуудтай нүүр тулж, ханцуй шамлаж ажилласан У.Хүрэлсүх.  /Адилхан л аавын хүүхдүүд/ https://t.co/60Z8uRXXzt"
positive,Энхбат хүүк 2-н реклам зурганд ер нь бол цадчихлаа. ЭРДЭНЭ дээр юмаа
negative,@tulgaa25 Улсын-Эрдэнэ гээд л эхэлж байна шт.
negative,"@Odkhuu_D @Bazaroo3 @amarsanaa 1 юм хэлэх гээд байгааг чинь гадарлаа л бна кк хэрвээ миний бодож байгаагаар шүү, Энхбат санаачлага гаргахгүй учраас Энхбат Хүүк 2-г тулгачвал ядаж МАН н эрүүл хэсэг нь Энхбатыг сэмээрхэн дугуйлна гэж, тэр хооронд АН 24 онд цул болчвол , Эрдэнэ харин тэсдэг болов уу"
neutral,"Н.Алтанхуяг л АН-д ялалт авч ирдэг блаа. З.Энхболд, С.Эрдэнэ бол ялалтаа зардаг даргууд бсан. Одоо ч хэвээрээ бх. Тэд баараггүй ялах хүнээсээ тойргийг нь булааж МАН-д зөөлөн хоол тавьж өгдгөөрөө алдаршсан бв. С.Эрдэнэд өгсөн санал бүр МАН-н ялалтыг ойртуулна. Өөр сонголт хийцгээ!"
negative,@margadism @bayarsaikhan_ts эрдэнэ холбоо байгуулж тийшээ хандаагүй бол өдийд манайхан оролцсоор бх бсан шүү
positive,"Монгол Улсын-Эрдэнэ 🤣

Номны нэрнүүд нээрээ Со драмын нэр шиг болжээ 🥴"
positive,"Хөшигний цаанаас дахин ерөнхийлөгч хийх сунгаанд Элбэгдорж ялж сонгуульд Эрдэнэ, Энхбат гэх хос морьтой оролцохнээ...🤔 https://t.co/EwMQoHxBYN"
negative,"Хүрэлсүхээсээ С.Эрдэнэ нь хамаагүй дээр, энэ хоёроосоо Д.Энхбат нь бүр илүү 😊"
neutral,"Соёлын яамыг иргэд соён гэгээрүүлэх ажил их хийгээсэй, ОРК-уудаасаа салая гэж их хүлээлттэй дэмжсэн, гэтэл шоу, киноноос хэтэрч сэтгэхээ байчих гэж... 

Л.Оюун-Эрдэнэ: Дэлхийд гаргаж болох соёлын бүх контентийг Засгийн газраас дэмжинэ https://t.co/8AChyCNXqL"
negative,@Mardai_ Эби-н үеийн шүүгчид Тувааны талд шийдвэрийг гаргаж Эрдэнэ өрсөлдөж бгаа гэх нь үнэн баайх нь
negative,"@KhishigtogtohTs Хүмүүс яаж ч бичсэн, яаж ч мушигсан интернэт анх оруулж ирсэн намтрыг нь өөрчилж чадахгүй. Яг л Эрдэнэ хүн алсан, Хүүк казинод тоголсон гэдэг шиг өнгөрсний түүх өөрчлөгдөхгүй нь сайхан."
positive,@margadism Харин хүү С.Эрдэнэ нь одоо сагсан бөмбөгийн хөгжлийг гацаахад үнэтэй хувь нэмэр оруулж байгаа хүмүүсийн нэг дээ харамсалтай нь
negative,@DolgorNatsag @aagiiah Улсын-Эрдэнэ хүний тухай хамаагүй ингэж ярьж болдоггүй юм хүүхээ
positive,"@ariukab @Batjargal_g Энхбат гуай хүчтэй өрсөлдөгч болж гарч ирээд Хүрэлсүх гуай, Эрдэнэ гуай нар хэдэн залуусыг ганц сар ч болов ажилтай, орлогтой байлгаж байвал боллоо боллоо"
positive,@DolgorNatsag Тэгээд нөгөөдүүл нь эрдэнэ гэж долоогоод л
negative,"ЕС Оюун-эрдэнэ 
""Азийн хүлэг"" гэх ном хэвлүүлсэн юм уу! 
ЗГт зохиолч хэрэггүй. 
Нүхэн жорлонгоос монголчуудыг салгах хөдөлмөрч бүтээлч хүн монголд хэрэгтэй бна шүү!
Оюун-эрдэнэ зайлж үз,
Зусланд гарч ном зохиолоо тайван бич!!"
neutral,С.Эрдэнэ ерөнхийлөгчийн сонгуульд ялагдахаар М.Тулгат нь намын даргаасаа огцрох уу?  Түүнийгээ эртхэн зарлаад тодорхой болгоод явмаар байна:)
neutral,"@ikonnews Ишш чааваас. Хийж чадах, сэтгэж чадах зүйл нь л энтертайнмент уу!
Төр засаг гэдэг чинь өөр зүйл хийх ёстой байдаг юм.
Ажлаа хийж чадахгүй бол хийж чадах мэдлэгтэй, ухаантай, ёс зүйтэй, эх оронч үзэлтэй хүнд нь суудлаа өгөөд зайл. Оюун-Эрдэнэ ээ!
Төр засаг гэдэг тоглоом биш шүү!!!"
negative,"@myagmardorj_ Тэгээд л нөгөө хэд нь эрдэнэ гээд долоогоод байгаа юм бна, төслөөс нь зулгаачих гээд л"
negative,Би эрдэнэ мэт ганц саналаа С.Эрдэнэд өгнө гэж шийдсэн хүүхэн бн.
positive,@aagii896 Харин тийм бж. Юун гэнэт Улсын-Эрдэнэ мэрдэнэ болов гээд гайхаад бсын 😆
positive,"Жүжигчин Алтаншагай: Монгол Улсын-Эрдэнэ танд... 

МУЕС Л.Оюун-Эрдэнэ: 2024 он хүртэл Холливудын нэг кино хийе, Netflix дээр таваас доошгүй контент бүтээе https://t.co/cDtIdZCBfx"
positive,Монголын Эрдэнэ нтр гээд долоогоод байсан холливууд руу гарчкаалл үзээдээсэн байж шүү дээ овтой муусайн Шагайнууд юм даа хаха
