Expression Label,tweets
negative,@TsogtgerelB Энхбат чинь урлагийн хүн биш шүү дээ
positive,@Davkab Энхбат гэж юу юм шинэ зайрмаг гараа юу😜😜😂😂
positive,би Энхбат гуайг дэмжжаагаа... гэвчиг ингэж бол хэлкүэг... https://t.co/hrq4XUSCQk
negative,ингэж бичиж хорлох гэдэг байхөө. Түүнээс Энхбат гуай анхдагч л болохоос эх үүсвэр биш л дээ https://t.co/xgNjVHtoDh
negative,Энхбат Соросын сангийн угжны хүүхэд байж дээ 😆😆😆 https://t.co/Kt8cbi4w7W
positive,Эби-гийн суганы үс гэсэн үнэн байхчуу энэ элит Энхбат чинь... 🤔🤔😂 https://t.co/jnoY03nxyp
negative,"@Mandukhai_ Сда тэр энхбат нь интернэт зохион бүтээцэн юмуу хаашайн.ингээд байхаар нь бүр дургүй хүрээд байх юм.улиг болсон элит,интернэт гэхээс өөр юм бну гөлөг гэж."
negative,@BatsaihanBSU Энхбат системийн асуудал ярьж бн. Та зүгээр л хүн ярьж!!!  Ихэнх хүмүүс энийг насаараа ойлгохгүй бсаар дуусдаг бх
neutral,Уучлаарай Д.Энхбат гуай бол интернетийг зохиогоогүй байгаа шүү. 😂😂😂 https://t.co/0rYhib2Q0t
neutral,"Хэлдэг Энхбат, хийдэг Хүрэлсүх, хэрэлддэг Эрдэнэ гэнээ. https://t.co/yCQePw2mv3"
neutral,"@Mandukhai_ Энхбат гуайг дэмжиж байгаа. гэхдээ арай ингэж туйлшруулж болохгүй. Та яг дэмжээд байна уу эсвэл эсрэг ажиллаад байна уу сонгуульд бид туйлширсан биш үзлээр дэмжих хэрэгтэй шүү. Жишээ, тухайн үед интернетийг холбосон нь маш том ахиц байсан гдг ч юм уу"
negative,"@Uyanga_ts Энхбат гарвал шорондоо орохгүй, 
Эрдэнэ гарвал зоолттой явна.
Харин Хүрэлсүх гарвал 50/50 бх"
positive,"Энхбат төрөөгүй байсан бол бид өдийд интенэтгүй сууж байх байлаа.
Өнөөдрийн уншсан хамгийн ..... жиргээ
:-)"
positive,"Ц.Элбэгдорж сая Д.Энхбатыг “Торгонд боосон ханхүү” гээд бсан.
Эбэгийн ханхүү Д.Энхбат юм бна ш дээ 😆😆😜 https://t.co/vgOlZeyE0T"
negative,Д.Энхбат гуай байгаагүй бол өнөөдөр монголчууд интернетгүй бх бсан гэдэг тэнэг пиараа больчих.
negative,"@KhishigtogtohTs Монгол орныг хэрсэн шилэн кабелыг @elbegdorj -ийн ЗГ хийсэн дээ🤔 Энхбат гуай бол төрд ажиллах байхдаа мэдээлэлд ойрхон байсан давуу бдлаараа .мн домайн олгох Датаком компани бгуулж, өдийг хүртэл түүгээрээ ""хооллож"" бгаа хүн. Мөнгө завшаагүй ч, мэдээлэл завшсан хүн гэхиймуудаа🤔"
negative,@tvdaria @KhishigtogtohTs @elbegdorj Тийшдээ. Баярцогт мэдээлэлд ойр байснаараа ял авсан юм чинь Энхбат бас ял авах ёстой юм уу хэхэ
neutral,Энхбат гуай анхдагч бсн нь интернэт оруулж ирснээрээ нэг ч удаа онгирч рекламдаж бгагаагүй. Би л лав сонсоогүй. Хүрэлсүхийн Пиарын баг харлуулах эвээ нэг л олохгүй бн даа. https://t.co/nIYfhOWXvR
positive,@tvdaria @saikhan_ch @KhishigtogtohTs @elbegdorj Энхбат зүгээр л сайн инженер хүн.Тэгээд л болоо.
neutral,Ха ха Энхбат гуайг Эбигийн хүн гэж хаанаас бодож олдог юм бол. https://t.co/tas8Cszr5b
neutral,@Mandukhai_ @mandukhai_ зүгээр л днмжих хүнээ дэмжээд бич. Хийсэн бүтээсэн юмтай хүнийг ёжлох нь онцгүй харагдаж байна. Миний дүү харин Энхбат гуайгаас дутуугүйг эх орондоо бүтээгээрэй.
neutral,"За ингээд АН нэг талдаа гарч, яамай даа. АН-д дахин 1 том сорил бна. Еөкийн сонгуулиар сөрөг хүчний байр сууриа ХҮН-д алдах эсэх. Хэрэв Энхбат нийт санал хураалтаар 2-т, Эрдэнэ 3-т жагсвал ХҮН нам АН-н байр суурийг эзэлнэ. ХҮН-д энэ л хангалттай. https://t.co/fccqTYf8F7"
positive,"1996 онд Ардын банкинд инженерээр ажиллаж бхдаа, хажууд ажилладаг нөхдүүд Датаком руу очиж уулзаад бхаар нь дутчихгүйн тулд яг энэ арын байр руу нь очоод @Энхбат захиралтай анх уулзаж байж. Энхбат захирал инээснээ ""өнөөдөр Ардын банкныхан яасан олноороо ирж байна аа!!"" гж билээ https://t.co/uJD61kyC1k"
negative,с.баяр барууны хөрөнгө оруулагчдыг оруулаад ирсэн гэж тэнэгтдэгийн хажууд Энхбат гуай интернэтийг зохиосон гэчихвэл арай л дээр эрүүл сонсогдоно 😁 https://t.co/Fk6epnpks2
positive,Энхбат төрөөгүй байсан бол хэн нэгэн нь оруулж иржил таараа ингэж туйлширахгүй ээ хаха. https://t.co/CtU63AqKtF
negative,@KhishigtogtohTs Энхбат биш ч өөр хэн нэг нь хийх л байсан..
negative,"@Mandukhai_ Хэн нэгэн хийх л ажил байсан.
Д.Энхбат гуай анхлан хийжээ."
positive,Энхбат гуай чинь Женкогийн зөвлөх юмуу? https://t.co/Jxy9yU4FwE
neutral,Д.Энхбат гуай чинь Женкогийн зөвлөх юм байна. Нэг л их троллууд ажлаад эхэлсэн юм аа. https://t.co/nl6IavvIZD
neutral,"Энхбат ""Нээлттэй форум"" гэдэг нэвтрүүлгээр их ярьдаг хүн байсан. 2008.07.01-ний жагсаалд турхирч юм яриад л, 2008-2012 оны УИХ-д ИЗН, МНН хоёрыг нэгтгэх тухай яриад л. Хүрэлсүх ярихаасаа хийх нь их, хийсэн юмных нь зах зухаас энэ жиргээнд бичсэн. Эрдэнэ бол хэрүүлчээрээ алдартай."
positive,Энхбат гуайн асар царайлагийнх нь нууц аав нь юм байна кк https://t.co/Kwfd2Gxc5I
positive,@tuyarah27 Энхбат гуай гарвал хоолонд даагаарай😁
neutral,"@enkhbat Энхбат ахаа. Та хөдөөгүүр л сурталчилгаагаа сайн хийж үзээрэй. 16 оны сонгуультай давхцаж би аялж таарсым. Сумын төв, бригад болгоныг МАН улайруулчихсан бдын блээ. Гэтэл МАХН Ганбаатарын брочур ч очоогүй байсан. Амжилт хүсье."
neutral,"Уралын өвөл. Оюутан цаг.  Энхбат, Оюунаа хоёр. 1978 он. Лоовууз моодонд байлаа 😀 https://t.co/6u4rdCd20r"
neutral,"Ардчиллыг Бат-үүл гуай өмчилдөг шиг интернэтийг Энхбат гуайд өмчлүүлээд бх юм зарим хүмүүс 🤣

Тэртээ тэргүй цаг нь болохоор тэр хүмүүс хорвоод бсан байгаагүй болох л байсан үзэгдэл. Өнөөдөр бүгд интернэттэй, ардчиллалтай л  бна даг. https://t.co/01ummK5kOo"
neutral,Та ч дотроо Энхбат гарахгүйг мэдэж байгаа. Одоо нэг талдаа гараад Эрдэнийг дэмжвэл болох гээд бна. https://t.co/HHoYoKP7cL
negative,"Хүрэлсүх Эрдэнэ 2 Энхбат гуай шиг Твиттер аккаунт нээсэн бсан бол ер нь юу бичиж бх бол гэж бодогдох, сошл хөтөлж хүмүүст үзэл бодлоо зөв илэрхийлэх харилцах чинь боловсрол бх, одоогийн ерөнхийлөгч өдөр бүр сэрээд босоод гхээс өөр зүйлгүй бсныг санахаар инээд хүрэх :)"
neutral,@Mandukhai_ Эхэлж сэтгэсэн нь Энхбат болохоос хэн нэг нь оруулж ирэх нь ойлгомжтой. Ингэж туйлшираад юу гэхэв.
neutral,"@Uyanga_ts Ямар ч байсан ардчиллыг наймаацалгүй аваад үлдсэн хүн. Хэн нэгэн шиг шоронгийн сургаар бууж өгч нус нулимсандаа хүрээгүй. Хүмүүс урваж байхад ажраагүй. Дайнаар яривал галын шугамнаасаа алхам ч ухраагүй дарга. Хүүк, Энхбат гараг, Эрдэнэ унаг. Гэхдээ би энэ окопондоо үлднээ."
negative,"Д.Энхбат, С.Эрдэнэ, У.Хүрэлсүх нар юу ярьж, ямар амлалт өгөх нь чухал болохоос биш хэдэн тролл, бот эсвэл экстрим дэмжигч нарын үгс бол түрхэн зуурын л солиорол шахуу зүйл шд. Харин бидний зүгээс амлалт/мөрийн хөтөлбөрийг нь үнэлж цэгнэх түүнд нь итгэх хүлээлгэх л ажил байна."
neutral,"@Mandukhai_ Иймэрхүү жиргээ бол, цаанаасаа өөр зорилго агуулгатай байх, Энхбат бидэнд интернэтийг аль болох эрт авчрах талаар чин сэтгэлээсээ зүтгэсэн нэг л бүтээлч инженер. Ер нь жинхэнэ инженер хүмүүс би, би л гээд байдаггүй юм"
positive,"Д. Энхбат гуай Элбэгдоржийн хүн гэнээ! Ккк. Би хэний хүн юм бол? Эзэн минь намайгаа бас мэдэхгүй л яваа байх даа, хөөрхий? 🙄"
negative,"@tuyarah27 Би бол Энхбат гуайд өгнө.0.01% ийн  ялах магадлалтай ч би хувирахгүй.Хүрэлсүх муу,Энхбат илүү гэдэгтэй биш,би тэдний үзэл баримтлал,хандлагад нь саналаа өгч байгаа.Энхбат биш өөр хэн нэг нь байсан бол ялгаагүй тэр хүний л төлөө өгнө.Хэн нэгэн хүн энэ тавцан дээр зогсох л байсан."
positive,Д.Энхбат Монгол Бичигийг дэмждэгээ олонтаа илэрхийлсэн тул Wikibilig түүнийг дэмжинэ https://t.co/FylLodHpm9
neutral,"Цаг хугацааны л асуудал. Энхбат гуайгаас өөр нэг нь оруулаад ирэх л байсан. Гоцгойрсон тийм мундаг хүн биш шүү дээ. Залбирах нь ч хаашаа юм, баярладаг даа. Бас дэмжинэ https://t.co/s9MuQgai6K"
positive,"@tuyarah27 Хүк ч амлахаа амлаж,ярьдагаа яриг,Энхбат,Эрдэнэ нар ч ярьдагаа ярьцгаагаад өрсөлдөг.
Бүгдээрээ харин дараа нь гонгинолдолгүй амласан,ярьсан бүхнийг нь сайн сануулж нэхэцгээе."
negative,@bo_ulzii @Chuluunbat201 @Mandukhai_ Энхбат төрөөгүй бол бид сээгэсдэхгүй бсн....
positive,"Инженер Энхбат. 1990. Компьютер, сүлжээний тухай уншиж, мөрөөдөж эхэлсэн цаг. Тэр үед компьютерийг ЭВМ/ТБМ гэж ярьдаг байлаа https://t.co/QPnLz85klC"
neutral,"""Энхбат дэвшигч одоо өнгөгүй байгаа шдээ. Харлуулах гээд ч бүтэхгүй цагааруулах гээд ч амжихгүй, өнгөө дүүргэж байтал сонгууль дууснаа.."" гэж л би мэдиа пиарын хүнээс сонссон шүү. Нооллоо мууллаа гээд байв :-)"
negative,"@tvdaria @KhishigtogtohTs @elbegdorj Мэдээлэлд ойроороо баяжсанаа яривал Энхбат манай МАНАНгийн лидерүүдэд бараагүй хаягдана. Хандгайт дахь амралтын газар, хороололын сургууль ямар хөрөнгөөр баригдсан ч хажууд нь даруухан хулгай. Монголд нийгмийн халамжийн данслагдаагүй маш их тусламж ирдэг. Хаашаа явдаг бсын бол?"
neutral,@KhishigtogtohTs Энэ Д. Энхбат гуайг харлуулах гэсэн зохион байгуулалттай жиргээ байнаа. 🤣😂🤣. Тэднийг дэмжигчид хэзээ ч ингэхгүй нь тодорхой
neutral,"@tvdaria @KhishigtogtohTs @elbegdorj Элбэг, Үүл нарыг чинь 100 нугалсантай тэнцэхээр ноён нуруутай, шунал багатай эр шиг байдаг. Дангаасүрэнгийн Энхбат. Олон жил ажиглалаа, тарыг нь танихаар ч хугацаа өнгөрчээ."
positive,"@tuyarah27 Энхбат гуай гарвал чи минийх шүү ,😂😂😆😂😂😂"
positive,@Onet_21 @Tsengelee_E Энхбат мояа юм бнашд какака 🤮
neutral,"Цөвүүн цаг гэдгийг мэдэрч амсаж амьдрах зэвүүн цаг ирэх. 
Энхбатыг дэмжих сэтгэл бнааа,  гэтэл 
Энхбат ХҮН аас нэр дэвших, 
ХҮН ард Элбэгдорж бгаа гэдэг, 
Юунд итгэж итгэхгүйгээ мэдэхээ больж!!! 
Ёстой л чөтгөрийн тойрогт монгол оржээ! https://t.co/ahRLhJHQ0W"
negative,Дэлхий нийт хэрэглээд байгаа зүйлийг бид хэрэглэхгүй Энхбат төрөөгүй сууж байх юм байж https://t.co/FjLGBPg08i
negative,"@MunkhchuluunS Гэхдээ л Хүрэлсүх мияа, Энхбат лаг за."
negative,@Mandukhai_ Ер нь бол интернетийн хөгжил Монголын хилийг зад цохиод ороод ирсэн л дээ.Тэрийг нь л Энхбат гуай түрүүлж олж харсан гж бддог.30онд бид бөмбөг гж юмыг мэдэхгүй шахуу бхад хөл бөмбөгийн дэлхийн аварга болж бсан биздээ кккккк
neutral,"Албан байгууллагаар зүйрлэвэл Эрдэнэ- байгууллагын хэнтэй ч таардаггүй  хорон, яхир, хэрүүлч ахимаг насны  авгай , Энхбат- Гоё сайхан төсөл, агаарын юм ярьж дарга нараас оноо авч, ажил бүрийн ард хумсаа нуугч, Хүрэлсүх- Ачааны хүндийг үүрч, ажлыг нугалдаг ч  би төвгүй залуу https://t.co/RgTRA8QEEu"
negative,@eegiishka Энхбат охидыг доромжлоогүй байх шүү
negative,@bolorurtnasan Интернетийг Энхбат хийгээгүй бол хэн нэгэн хийнэ гэдэгт хариу бичсэн юмаа😀😀😛😛
positive,Энхбат гуайн ярьж байгаа зүйлсийг зүгээр үнэгүй уншиж байна гэдэг бас л завшаантай хэрэг шүү. Уг нь бол paid content.
positive,"Нэр дэвшигч Д.Энхбат гуайд пассивхаусын талаар танилцууллаа.
Толгой их дохиж байхыг бодоход ойлгож дэмжиж байгаа юм байнаа🤣🤣
Амжилт хүсье! https://t.co/QihslAKhi0"
positive,"Яг одоо Д.Энхбат дэлхийн түвшинд ажиллаж буй Монгол инженерүүдтэй Zoom-ээр уулзаж, сонирхолтой төслүүдийг нь сонсож байна. Залууст эдгээр төслүүдээрээ эх орныхоо хөгжилд хувьд нэмрээ оруулах боломжийг өгөхийн тулд нэр дэвшиж байгаагаа илэрхийллээ."
positive,Энхбат гэдэг хүнийг интернэт оруулж ирснээр нь ерөнхийлөгч болгох юмуу түй май
neutral,Энхбат гуай лут хүн. Гэхдээ одоо удахгүй адгийн шаар болно. Энэ бүхэндээ харамсаж даралтаа ихэсгэж балрах вий гэж айж бна. Цэвэр өрсөлдөөнтэй газар ногоон гэрлээр гарах хүн. Манайд харин сөрөг пи ар лут хөгжсөн газар шүү. Би өмнөөс нь айж харамсаж бна аа. Амар тайван сайн нэр...
neutral,Энхбат ахыг хүндэлнээ. Гэхдээ бас арай ч Монголд интернетийг анх оруулж ирсэн гэж түүхээ худлаа ярьж бодохгуй л дээ. ОУ-н Pan Mongolia Networking хөтөлбөрийн хүрээнд Монголыг интернэтэд холбох болсон тул
negative,МУ-н ЗГ Датаком гэж Төрийн өмчит компани бгуулж Энхбат гуайг захирлаар нь томилж бсым шүү. Тэр үед шилэн кабель нэвтрээгүй бсан ба харилцаа холбооны телефон утасны шугамаар DSL холболт хийж инернэт рүү орж бсан.
negative,"Хожмоо Энхбат гуай харин хувьчилж аваад Magicnet гэдэг сүлжээ нээж цэг mn домэйны хост эзэмшдэг болсон юм. ОУ-н байгууллагууд цэг org, хувийнхан цэг com домэйн дээр e-meal хаягаа host хийж нээдэг бсан бол манайхан https://t.co/9BL2H5eMng гэсэн домэйнээр мэйлтэй болж эхэлсэн үе."
negative,Хэлээл байгаа зүгээр л #ярьдаг ах гэж тэр #Энхбат гэдэг ахыг... 👊🤢🤢👊 Гэснээс залуугаас тэр ОНИГОР банди бас их ярьдаг... 😝😝😝 https://t.co/R2rXLDakuH
neutral,Ц.Уянга: Энхбат ахыг хүндэлнэ ээ. Гэхдээ бас арай ч Монголд интернетийг анх оруулж ирсэн гэж түүхээ худлаа ярьж бодохгүй л дээ... https://t.co/W1Vi4hDHjq
negative,@enkhbat @batengineer @tvdaria @KhishigtogtohTs @elbegdorj Өөр хэн нэгэн нь хийх л байсан байх даа. Муулах гэсэнгүй зүгээр л бодсийм. Энхбат гуайг дэмжиж байгаа шүү. Not a big fan of Хуурандаа
positive,ХҮН-аас ерөнхийлөгчид нэр дэвшиж байгаа Энхбат: ШУ-ны салбараа хөгжүүлэх нь тэргүүн зэргийн зорилт. Үүний тулд багш нарын цалинг гурав дахин нэмэгдүүлэх. Ингэж байж монгол улс хөгжинө гээд байна. https://t.co/dmb706vr47
negative,"Өнөөдрийн трэнд: 

""Энхбат чинь төгс биш юм бна яршиг Хүрэлсүхээ дэмжинэ""
байх шив 😝"
negative,@Uyanga_ts Энхбат гуай интернет оруулж ирээгүй бол бид нар интернетгүй байх байсан гэдэг ойлголтоо болихгүй бол арай л байна аа 😂
neutral,@Uyanga_ts Үнэн юм үнэнээрээ сайхаан. Энхбат дуугай байгаад бгаа нь худлаа яриснаас өөрцгүй.
negative,"@Temuujin_Kh @Uyanga_ts @mk_jsq Бид тактикаа ярилцмаар байна. Сүгийг сонгохгүйн тулд Эрдэнэ, Энхбат 2 дээр саналаа хуваамааргүй байна. Завсраар нь Сүг шургаад гарчих өндөр магадлалтай шүү!!!"
negative,"@batengineer @enkhbat @tvdaria @KhishigtogtohTs @elbegdorj Нисэхийн Интернэтийг Датакомтой хамтарч шинэ шатанд гаргаж блаа. Дарга нар тэр ажилд оролцоогүй, 2 байгууллагын инженерүүд шийдлээ хийсэн. Өөрөөр хэлбэл Энхбат захирал зарим 1 компаний захирал шиг шууд дарга нартай ярьж тохирдоггүй бсныг сайн санаж бн"
negative,"@puujee_lamjav @chukad2 ""Б.Наранцэцэгтэй Новосибирский Электротехнический институтэд хамт сурч байсан"" гэж Ширчин Баатар дурсдаг. Тэр эмэгтэй тооцоолон бодох (компьютер) мэргэжилтэй, Датакомыг босгосон чухал хүн. Улс төрийн идэвхтэй, Энхбатад тэр талд ч нөлөөлсөн. Залуухан өнгөрчээ. Энхбат дурсдаггүй."
positive,"Дуучин Болд, Чоймаа багш, Ш.Баатар, Болдсайхан эмч, Д.Энхбат... дандаа сайхан хүмүүс байжээ https://t.co/4C8f2nOCiu"
negative,Энхбат төрөөгүй бсан бол бид нар бараг хүй нэгдлийн үедээ агуйд сууж бх бсан бхөө https://t.co/M5eLh0UXgW
negative,"Энхбат төрөөгүй, энэ удаа дэвшээгүй байсан бол тэр нэг хуурамч хаяг тэгтэлээ өндөрөө авахгүй байсан гэдэг л үнэн. Бусад нь ч дээ."
negative,@Tsogoo7380 @Temuujin_Kh @batdorj911 @mk_jsq Энхбат гуайд өгнө үү. Энэ 2 намд нэг ухаарал өгнө үү
negative,@Uyanga_ts Энхбат өөрөө тэгж хэлээгүй. Зүгээр 1 дэмжигч нь тэгж боддогоо бичсэн байх. Шүүрч аваад л муулах зүйл олдохгүй  онцгүй бна уу.
negative,@tuyarah27 Би Энхбат гуайд саналаа өгнө. Надаас өөр түүнд санал өгөх хүн эргэн тойронд зөндөө л бна даг
negative,Хаха Энхбат хийгээгүй бол өөр нэг нь хийж л таараашд https://t.co/FwfSTP3ebb
negative,@XY2DZ3D Энхбат дэмий бх аа
negative,Энхбат гуайг дэмжиж байгаа бол хөдөө байдаг 2 хүнрүү залгаж яриад яагаад гэдгийгээ ойлгуулчих хэрэгтэй шүү хүмүүсээ!
positive,"@temuujin71 Санал нэг. Аль нь ч эх оронч ба Ерөнхийлөгчийн албыг бол хашчихна. Гэвч, Д.Энхбат сонгогддог юм бол шууд ба шууд бус утгаар маш олон эерэг бөгөөд тун сонирхолтой өөрчлөлтийг авчирна гэж эгэл би бодоод байгаа."
positive,@RealKhangai Үнэн. Энхбат гэдгийм
negative,Эрдэнийг магтахгүй бол Хүк Энхбат хоёрыг муулаад санал нь Эрдэнэрүү явахгүй дээ. Эрдэнийг яаж магтадын бгаан одоо
positive,@Mark_Burged Энхбат гуайн хүн...😋😂
neutral,@BayarsaihanG @chukad2 Би Нараагаа hardware-аар мэргэшсэн гэж боддог блаа. Улсын төлөвлөгөөний комиссын Тооцоолох төвийн байранд Датаком байрладаг бсан ба Энхбат бол ерөнхий сайд асан Бямбасүрэнгийн хүн бсан болно. Удирдлагын хөгжлийн инстутэд дарга бсан санагдана.
positive,"Энхбат гэж хүний гавьяагаар бид интернет гэдэг юмыг мэдэж авсан, одоо цаг минут тутам ашиглаж байгаа, энэ жиргээч мөн адил🤔🤔🤔 https://t.co/9GPQNrKC86"
negative,"Д.Энхбат: Би нэг зүйлд их санаа зовж байна. Монголын ардчилал үнэхээр нэг намын дарангуйллаар солигдох вий гэхээс айж байна
https://t.co/H3rNgTMKPa https://t.co/IyHaXtHIZm"
negative,"Энхбат нь Эрдэнийг дэмжие нэрээ татлаа гэвэл эргэх өндөр магадлалтай. Ер нь ХҮН нам худлаа санал хувааж, гай тарьдаг аа болих хэрэгтэйд кккккк"
negative,Сошиал орчноор дүүрэн Энхбат гэгчийг магтсан долоосон нөхдүүд? Энхбат тэгээд өдий 60-гартлаа Монголчуудад чухам ямар гавьяа байгуулчихсан хүн юм болоо? Хар амиа хичээсэн бэртэгчин шуналын тулам гэдгийг нь олон хүн мэднэ өөр гайхуулаад байх юмаар маруухан л хүн дээ?!!
negative,@uranTs999 @KhulanMi Энхбат төрөөгүй бол Монголчууд харанхуй хэвээрээ байх байсан юм байхаа?! Арай ч ингэж долоомооргүй л байна шүү?! Энхбат өөрөө ч бас ичих хэрэгтэй шдээ?! Интернэт чинь дэлхий нийтийн хүртээл болсон хэрэглээ болохоос хэн нэг Энхбат зохиочихсон зүйл биш?!!
negative,"@Temuujin_Kh @mk_jsq #МАН-ын гишүүд бол ""хүн алж хүрээ талцан бсн ч"" улайрч намчирхдаг аймшигтай харанхуй масстай.Сонгуульдаа идэвхтэй оролцвол Д.Энхбат ялна гсн үг."
positive,@Uyanga_ts Хүн болгон интернетийг монголд анх оруулж ирсэн гэж ярьдаг Энхбат гуай үгүйсгэдэггүй инээмсгэлээд л сууж байдагшд
neutral,"@hurganbantan ЖАН-ынхан чинь муулаад л байна лээ шт. Эрдэнэ ч баба, Энхбат ч баба, Хүрэлсүх л гого юм байх..."
positive,"Энхбатыг дэмжиж, мөнгөөр биш сэтгэлээрээ жиргэдэг гэдгээ харуулж байгаадаа баяртай байна аа. 
Энхбат гуай Монгол улсын Ерөнхийлөгч болж, бөхчин боксчин биш олон олон инженер, мэдлэг, боловсролтой залууст урам өгөөсэй. Гадаад орнуудад Монголоо сануулж, харуулаасай!"
negative,"Албан ёсны нотлох баримт гаргаад тавиад эхэлбэл Энхбат гуайг харлуулсан болчих бх даа. Үнэн юм үнэнээрээ сайхан, битгий нэр дэвшигчээ баллаад бай гэхээр фанатизмын солиоролдоо живчхийн"
negative,Ёстой юу л бна сэдэв бнадаа. Харин Энхбат гуай дээр интернэтээс өөр сэдэвгүй хэцүүл бнуу таануус 😂😂 https://t.co/lXja50arOk
negative,@Uyanga_ts Энхбат ах бхгүй бсан бол бид өдийд нэтгүй харанхуй бүдүүлэг бх бсан гээл өчигдөржингөө л юм боллоо 😁
positive,"@mk_jsq Энхбатын дэмжигчид эхнэрийг нь магтаж нэг үзлээ, энхбат байгаагүй бол интернэт Монголд орж ирэхгүй гэж нэг үзлээ, дээл хувцас гоё зохидог гэж нэг үзлээ. аргаа бараад Хүрэлсүхийн гэр бүл үр хүүхэд хамаагүй зургийг нь сэглэж нэг үзлээ, өөр өнцөг олдох нь уу 😂"
positive,@batzorig2012 @undrakhaa Тэгвэл хүүк энхбат гуай хоёр хоёр дахь шатанд үзэх юм бишүү
negative,"Ганжавхлангаас өөр Энхбат гуайг өөрийн итгэл үнэмшлээрээ дэмжиж байгаагаа илэрхийлсэн инфлюнсерс байна уу? Дуучинцар, жүжигчинцэрүүд бүгд мөнгө чихүүлээд улаан МАН болсон байгаа байх даа"
negative,@Uyanga_ts тэгж худлаа ярьсан нь Энхбат гуай өөрөө юу? эсвэл өөр хэн нэгэн үү?
negative,Эрдэнэ Энхбат 2 алалцаж байхад хүүк ингэж зогсож байгаад голоор нь гүйнээ Еөк болох нь тодорхой хавтгайдаа ялна хараарай https://t.co/eGVyebbdmx
negative,"@Odkhuu_D энхбат гарахгүй шт, гол өрсөлдөөн АН МАН 2 болох байх даа, Энхбат санал хуваагч..."
negative,"@Odkhuu_D @Bazaroo3 @amarsanaa 1 юм хэлэх гээд байгааг чинь гадарлаа л бна кк хэрвээ миний бодож байгаагаар шүү, Энхбат санаачлага гаргахгүй учраас Энхбат Хүүк 2-г тулгачвал ядаж МАН н эрүүл хэсэг нь Энхбатыг сэмээрхэн дугуйлна гэж, тэр хооронд АН 24 онд цул болчвол , Эрдэнэ харин тэсдэг болов уу"
positive,"Хөшигний цаанаас дахин ерөнхийлөгч хийх сунгаанд Элбэгдорж ялж сонгуульд Эрдэнэ, Энхбат гэх хос морьтой оролцохнээ...🤔 https://t.co/EwMQoHxBYN"
negative,"Хүрэлсүхээсээ С.Эрдэнэ нь хамаагүй дээр, энэ хоёроосоо Д.Энхбат нь бүр илүү 😊"
negative,@Babrosk Энхбат байгаагүй бол интернэт байхгүй байх байсан гэсс
neutral,@puujee_lamjav @chukad2 Бямбасүрэн гуай Батлагыг манай талын нохой гэсэн. Энхбат Ерөнхийлөгчийн зөвлөх байсан. Ер нь Энхбат их олон намтай холбогдож явсан хүн.
positive,"@ariukab @Batjargal_g Энхбат гуай хүчтэй өрсөлдөгч болж гарч ирээд Хүрэлсүх гуай, Эрдэнэ гуай нар хэдэн залуусыг ганц сар ч болов ажилтай, орлогтой байлгаж байвал боллоо боллоо"
negative,"Шинэ цэргүүдийг дэглэж буй бичлэг дээрх Э.Мөнхбаатар, Н.Одмандах, Ц.Энхбат нарт зургаан сар хорих ял оноожээ‼️‼️‼️"
negative,"Сонгуульд оролцох, санал өгөхдөө хүртэл эмордог нсс. Миний дургүй хүн Энхбатыг дэмжээд бна, Энхбат ёстой дэмий юм бишүү. Энхбат чинь мундаг доктор, элит гэж байна шдээ, би боловсрол тааруу шдээ, заза relatable биш юм байна блабла. Хэндээ ч туниад, гомдоод, чадаад бган лол"
neutral,"Интернэт Энхбат оруулаагүй гээд бгаа хүмүүст хэлэхэд тэр үед IT-ын мэргэжлийг сайн эзэмшсэн, компани аваад явчих чадалтай хүмүүс ховор бсан шүү. https://t.co/nNC9oH7j9I"
neutral,Эрдэнээ гарахгүй нь тодорхой юм чинь Хүк Энхбат 2 халз үзвэл дээр юм бнаа. Сонгуулийн зардал овоо хэдэн тэрбум хэмнэх бхдааа 😀 https://t.co/JDc86Ca00K
neutral,Ингээд товч товч ойлголцоод явчих хэрэгтэй шдээ. Энхбат гуай биш өөр хэн нэгэн... Харин хувьчилж авдаг нь сонирхолтой юм. https://t.co/AqT1Xd3giZ
negative,"Д.Энхбат ч яахав, жиргээнд л ялж байна. С.Эрдэнэ эвгүй дээ. Яагаад харин бүр таг байна."
negative,"Харлуулах юм үлдээгүй Хүүк - хар юмнаас нь хүмүүс залхсан
Харлуулах юм үлдээгүй Эрдэнэ - хар юм дахиж гарч магадгүй
Харлуулах юм байхгүй Энхбат - одоогоор хар юмтай эсэх нь нууц"
negative,Энэ удаагийн сонгуульд МАН Женкод баярлах учиртай. Хүчтэй бүх өрсөлдөгчдийг нь өмнөөс нь шорон явуулчихсан. С.Эрдэнэд ч өөрөө дэвшихээс өөр арга үлдээгүй. Д.Энхбат ч яахав сэхээтнүүдийн романтизм юм даа.
negative,@zulaani Д.Энхбат жиргээнд л Хүкийн өрсөлдөгч шиг харагдаад байгаа боловч амьдрал дээр зодоон 2 том намын дунд л болно.
negative,"@bo_ulzii Хүрэлсүхтэй явдаг, Энхбат араас гүйдэг, Эрдэнэ мсж бичдэг гээд эхлэх юм биздэ.ккк"
